430.2222222222222,1.0166666666666666,0.0336111111111111,21.333333333333332,3.555555555555556,3.0
324.0,0.5,0.0,18.0,36.0,2.0
100.0,1.2466666666666666,0.1322666666666667,14.666666666666666,51.555555555555564,6.0
484.0,1.2,0.0,22.0,4.0,2.0
720.0,1.3166666666666667,0.3844444444444445,16.666666666666668,28.888888888888896,6.0
484.0,0.5714285714285714,0.0,22.0,36.0,2.0
576.0,1.0,0.0,24.0,0.0,2.0
0.0,1.1666666666666667,0.0,26.0,4.0,2.0
576.0,1.0,0.0,24.0,0.0,2.0
0.0,1.0642857142857143,0.14510204081632655,18.0,20.0,6.0
256.0,0.6,0.0,16.0,16.0,2.0
576.0,1.0,0.0,24.0,0.0,2.0
576.0,1.0,0.0,24.0,0.0,2.0
484.0,0.5714285714285714,0.0,22.0,36.0,2.0
0.0,1.0,0.0,12.0,0.0,2.0
0.0,1.5,0.0,20.0,16.0,2.0
0.0,1.0833333333333333,0.2166666666666667,14.666666666666666,24.888888888888886,6.0
324.0,2.0,0.0,18.0,36.0,2.0
0.0,2.5,0.0,14.0,36.0,2.0
144.0,1.0714285714285716,0.4866213151927439,19.333333333333332,55.55555555555555,6.0
0.0,0.6666666666666666,0.0,20.0,16.0,2.0
0.0,1.0,0.0,16.0,0.0,2.0
0.0,1.0,0.0,28.0,0.0,2.0
400.0,0.42857142857142855,0.0,20.0,64.0,2.0
256.0,0.6,0.0,16.0,16.0,2.0
0.0,1.45,1.1024999999999998,12.0,32.0,3.0
400.0,2.3333333333333335,0.0,20.0,64.0,2.0
400.0,2.3333333333333335,0.0,20.0,64.0,2.0
0.0,1.0,0.0,16.0,0.0,2.0
144.0,1.0,0.0,12.0,0.0,2.0
256.0,0.6,0.0,16.0,16.0,2.0
676.0,0.8571428571428571,0.0,26.0,4.0,2.0
192.0,1.1222222222222225,0.22987654320987658,19.0,19.0,4.0
400.0,1.0,0.0,20.0,0.0,2.0
0.0,1.0,0.0,16.0,0.0,4.0
0.0,1.5952380952380953,1.3573696145124718,21.333333333333332,67.55555555555556,6.0
0.0,1.4166666666666665,0.006944444444444451,17.333333333333332,24.888888888888886,3.0
0.0,1.0,0.3,16.0,32.0,6.0
784.0,1.0,0.0,28.0,0.0,2.0
0.0,0.6666666666666666,0.0,20.0,16.0,2.0
0.0,0.9666666666666666,0.09333333333333335,10.666666666666666,3.5555555555555554,6.0
0.0,1.3125,0.48046875,17.6,29.439999999999998,5.0
0.0,0.6666666666666666,0.0,20.0,16.0,2.0
0.0,1.6333333333333335,0.40222222222222226,16.0,72.0,4.0
0.0,0.9583333333333333,0.11631944444444445,20.8,15.36,5.0
0.0,1.3333333333333333,0.0,14.0,4.0,2.0
484.0,0.5714285714285714,0.0,22.0,36.0,2.0
1276.888888888889,1.0095238095238095,0.01918367346938777,26.666666666666668,3.555555555555556,6.0
324.0,3.5,0.0,18.0,100.0,2.0
1460.0,1.1666666666666667,0.1,20.666666666666668,23.555555555555554,6.0
256.0,3.0,0.0,16.0,64.0,2.0
0.0,3.0,0.0,16.0,64.0,2.0
256.0,1.0,0.0,16.0,0.0,2.0
324.0,0.5,0.0,18.0,36.0,2.0
400.0,0.6666666666666666,0.0,20.0,16.0,2.0
0.0,1.0,0.0,12.0,0.0,2.0
0.0,1.0,0.0,20.0,0.0,2.0
256.0,0.6,0.0,16.0,16.0,2.0
0.0,1.1666666666666665,0.16666666666666669,10.0,4.0,6.0
222.22222222222217,1.04,0.08417777777777777,20.666666666666668,12.888888888888888,6.0
288.0,0.75,0.0625,20.0,32.0,3.0
256.0,0.6,0.0,16.0,16.0,2.0
355.5555555555555,1.25,0.0625,21.333333333333332,14.222222222222223,3.0
0.0,1.75,0.0,22.0,36.0,2.0
0.0,0.6666666666666666,0.0,10.0,4.0,2.0
0.0,1.75,0.5625,12.0,32.0,3.0
256.0,1.0,0.0,16.0,0.0,2.0
